Numero,Nome,Idade,Nascimento,Clube,Posição,Valor,Face,Logo,Competição
#25,Gianluigi Donnarumma,27,25/02/1999,Manchester City,Goalkeeper,€45.00m,https://img.a.transfermarkt.technology/portrait/header/315858-1761076746.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/281.png?lm=1467356331,Premier League
#1,James Trafford,23,10/10/2002,Manchester City,Goalkeeper,€25.00m,https://img.a.transfermarkt.technology/portrait/header/566799-1689876147.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/281.png?lm=1467356331,Premier League
#13,Marcus Bettinelli,34,24/05/1992,Manchester City,Goalkeeper,€300k,https://img.a.transfermarkt.technology/portrait/header/116648-1700671752.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/281.png?lm=1467356331,Premier League
#15,Marc Guéhi,25,13/07/2000,Manchester City,Centre-Back,€70.00m,https://img.a.transfermarkt.technology/portrait/header/392757-1683030598.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/281.png?lm=1467356331,Premier League
#24,Josko Gvardiol,24,23/01/2002,Manchester City,Centre-Back,€70.00m,https://img.a.transfermarkt.technology/portrait/header/475959-1713391602.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/281.png?lm=1467356331,Premier League
#3,Rúben Dias,29,14/05/1997,Manchester City,Centre-Back,€55.00m,https://img.a.transfermarkt.technology/portrait/header/258004-1684921271.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/281.png?lm=1467356331,Premier League
#45,Abdukodir Khusanov,22,29/02/2004,Manchester City,Centre-Back,€50.00m,https://img.a.transfermarkt.technology/portrait/header/763079-1740493347.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/281.png?lm=1467356331,Premier League
#22,Vitor Reis,20,12/01/2006,Manchester City,Centre-Back,€30.00m,https://img.a.transfermarkt.technology/portrait/header/1005575-1680449774.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/281.png?lm=1467356331,Premier League
,Juma Bah,20,11/04/2006,Manchester City,Centre-Back,€10.00m,https://img.a.transfermarkt.technology/portrait/header/1121298-1756823284.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/281.png?lm=1467356331,Premier League
#68,Max Alleyne,20,21/07/2005,Manchester City,Centre-Back,€8.00m,https://img.a.transfermarkt.technology/portrait/header/843595-1773301916.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/281.png?lm=1467356331,Premier League
#33,Nico O'Reilly,21,21/03/2005,Manchester City,Left-Back,€70.00m,https://img.a.transfermarkt.technology/portrait/header/743413-1751367149.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/281.png?lm=1467356331,Premier League
#21,Rayan Aït-Nouri,25,06/06/2001,Manchester City,Left-Back,€40.00m,https://img.a.transfermarkt.technology/portrait/header/578391-1761076429.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/281.png?lm=1467356331,Premier League
#97,Josh Wilson-Esbrand,23,26/12/2002,Manchester City,Left-Back,€2.50m,https://img.a.transfermarkt.technology/portrait/header/576121-1765224392.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/281.png?lm=1467356331,Premier League
#27,Matheus Nunes,27,27/08/1998,Manchester City,Right-Back,€50.00m,https://img.a.transfermarkt.technology/portrait/header/601883-1761076097.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/281.png?lm=1467356331,Premier League
#82,Rico Lewis,21,21/11/2004,Manchester City,Right-Back,€28.00m,https://img.a.transfermarkt.technology/portrait/header/701057-1684856684.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/281.png?lm=1467356331,Premier League
,Issa Kaboré,25,12/05/2001,Manchester City,Right-Back,€4.00m,https://img.a.transfermarkt.technology/portrait/header/649452-1724407648.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/281.png?lm=1467356331,Premier League
#16,Rodri,30,22/06/1996,Manchester City,Defensive Midfield,€50.00m,https://img.a.transfermarkt.technology/portrait/header/357565-1682587890.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/281.png?lm=1467356331,Premier League
#14,Nico González,24,03/01/2002,Manchester City,Defensive Midfield,€40.00m,https://img.a.transfermarkt.technology/portrait/header/466805-1743669968.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/281.png?lm=1467356331,Premier League
#44,Kalvin Phillips,30,02/12/1995,Manchester City,Defensive Midfield,€2.50m,https://img.a.transfermarkt.technology/portrait/header/351749-1661978510.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/281.png?lm=1467356331,Premier League
,Elliot Anderson,23,06/11/2002,Manchester City,Central Midfield,€75.00m,https://img.a.transfermarkt.technology/portrait/header/567576-1696453772.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/281.png?lm=1467356331,Premier League
#4,Tijjani Reijnders,27,29/07/1998,Manchester City,Central Midfield,€50.00m,https://img.a.transfermarkt.technology/portrait/header/460939-1773302677.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/281.png?lm=1467356331,Premier League
#41,Sverre Nypan,19,19/12/2006,Manchester City,Central Midfield,€13.00m,https://img.a.transfermarkt.technology/portrait/header/911736-1743175613.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/281.png?lm=1467356331,Premier League
#8,Mateo Kovacic,32,06/05/1994,Manchester City,Central Midfield,€10.00m,https://img.a.transfermarkt.technology/portrait/header/51471-1682668192.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/281.png?lm=1467356331,Premier League
#10,Rayan Cherki,22,17/08/2003,Manchester City,Attacking Midfield,€90.00m,https://img.a.transfermarkt.technology/portrait/header/607223-1773302431.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/281.png?lm=1467356331,Premier League
#47,Phil Foden,26,28/05/2000,Manchester City,Attacking Midfield,€70.00m,https://img.a.transfermarkt.technology/portrait/header/406635-1668524492.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/281.png?lm=1467356331,Premier League
#30,Claudio Echeverri,20,02/01/2006,Manchester City,Attacking Midfield,€15.00m,https://img.a.transfermarkt.technology/portrait/header/994536-1758703571.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/281.png?lm=1467356331,Premier League
#11,Jérémy Doku,24,27/05/2002,Manchester City,Left Winger,€75.00m,https://img.a.transfermarkt.technology/portrait/header/486049-1743670159.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/281.png?lm=1467356331,Premier League
#26,Savinho,22,10/04/2004,Manchester City,Left Winger,€35.00m,https://img.a.transfermarkt.technology/portrait/header/743591-1751367497.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/281.png?lm=1467356331,Premier League
,Jack Grealish,30,10/09/1995,Manchester City,Left Winger,€20.00m,https://img.a.transfermarkt.technology/portrait/header/203460-1676499047.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/281.png?lm=1467356331,Premier League
#42,Antoine Semenyo,26,07/01/2000,Manchester City,Right Winger,€80.00m,https://img.a.transfermarkt.technology/portrait/header/583255-1737452028.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/281.png?lm=1467356331,Premier League
#9,Erling Haaland,25,21/07/2000,Manchester City,Centre-Forward,€200.00m,https://img.a.transfermarkt.technology/portrait/header/418560-1709108116.png?lm=1,https://tmssl.akamaized.net//images/wappen/head/281.png?lm=1467356331,Premier League
#7,Omar Marmoush,27,07/02/1999,Manchester City,Centre-Forward,€50.00m,https://img.a.transfermarkt.technology/portrait/header/445939-1747656490.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/281.png?lm=1467356331,Premier League
#1,David Raya,30,15/09/1995,Arsenal FC,Goalkeeper,€30.00m,https://img.a.transfermarkt.technology/portrait/header/262749-1780663789.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/11.png?lm=1489787850,Premier League
#13,Kepa Arrizabalaga,31,03/10/1994,Arsenal FC,Goalkeeper,€5.00m,https://img.a.transfermarkt.technology/portrait/header/192279-1661855851.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/11.png?lm=1489787850,Premier League
#2,William Saliba,25,24/03/2001,Arsenal FC,Centre-Back,€100.00m,https://img.a.transfermarkt.technology/portrait/header/495666-1718697201.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/11.png?lm=1489787850,Premier League
#6,Gabriel,28,19/12/1997,Arsenal FC,Centre-Back,€75.00m,https://img.a.transfermarkt.technology/portrait/header/435338-1684162833.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/11.png?lm=1489787850,Premier League
#5,Piero Hincapié,24,09/01/2002,Arsenal FC,Centre-Back,€50.00m,https://img.a.transfermarkt.technology/portrait/header/659813-1727377918.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/11.png?lm=1489787850,Premier League
#3,Cristhian Mosquera,22,27/06/2004,Arsenal FC,Centre-Back,€40.00m,https://img.a.transfermarkt.technology/portrait/header/646750-1749739359.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/11.png?lm=1489787850,Premier League
#33,Riccardo Calafiori,24,19/05/2002,Arsenal FC,Left-Back,€55.00m,https://img.a.transfermarkt.technology/portrait/header/502821-1727382174.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/11.png?lm=1489787850,Premier League
#12,Jurriën Timber,25,17/06/2001,Arsenal FC,Right-Back,€70.00m,https://img.a.transfermarkt.technology/portrait/header/420243-1702413077.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/11.png?lm=1489787850,Premier League
#4,Ben White,28,08/10/1997,Arsenal FC,Right-Back,€30.00m,https://img.a.transfermarkt.technology/portrait/header/335721-1683275943.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/11.png?lm=1489787850,Premier League
#36,Martín Zubimendi,27,02/02/1999,Arsenal FC,Defensive Midfield,€75.00m,https://img.a.transfermarkt.technology/portrait/header/423440-1684149419.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/11.png?lm=1489787850,Premier League
#16,Christian Nørgaard,32,10/03/1994,Arsenal FC,Defensive Midfield,€5.00m,https://img.a.transfermarkt.technology/portrait/header/148367-1699799827.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/11.png?lm=1489787850,Premier League
#41,Declan Rice,27,14/01/1999,Arsenal FC,Central Midfield,€120.00m,https://img.a.transfermarkt.technology/portrait/header/357662-1687962936.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/11.png?lm=1489787850,Premier League
#49,Myles Lewis-Skelly,19,26/09/2006,Arsenal FC,Central Midfield,€45.00m,https://img.a.transfermarkt.technology/portrait/header/890721-1758053582.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/11.png?lm=1489787850,Premier League
#23,Mikel Merino,30,22/06/1996,Arsenal FC,Central Midfield,€25.00m,https://img.a.transfermarkt.technology/portrait/header/338424-1716803831.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/11.png?lm=1489787850,Premier League
#8,Martin Ødegaard,27,17/12/1998,Arsenal FC,Attacking Midfield,€65.00m,https://img.a.transfermarkt.technology/portrait/header/316264-1782847069.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/11.png?lm=1489787850,Premier League
#10,Eberechi Eze,28,29/06/1998,Arsenal FC,Attacking Midfield,€65.00m,https://img.a.transfermarkt.technology/portrait/header/479999-1761083931.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/11.png?lm=1489787850,Premier League
#22,Ethan Nwaneri,19,21/03/2007,Arsenal FC,Attacking Midfield,€35.00m,https://img.a.transfermarkt.technology/portrait/header/890719-1730794927.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/11.png?lm=1489787850,Premier League
#21,Fábio Vieira,26,30/05/2000,Arsenal FC,Attacking Midfield,€18.00m,https://img.a.transfermarkt.technology/portrait/header/537598-1758188654.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/11.png?lm=1489787850,Premier League
#11,Gabriel Martinelli,25,18/06/2001,Arsenal FC,Left Winger,€45.00m,https://img.a.transfermarkt.technology/portrait/header/655488-1682689091.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/11.png?lm=1489787850,Premier League
#19,Leandro Trossard,31,04/12/1994,Arsenal FC,Left Winger,€18.00m,https://img.a.transfermarkt.technology/portrait/header/144028-1702412939.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/11.png?lm=1489787850,Premier League
#24,Reiss Nelson,26,10/12/1999,Arsenal FC,Left Winger,€8.00m,https://img.a.transfermarkt.technology/portrait/header/340325-1667418642.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/11.png?lm=1489787850,Premier League
#7,Bukayo Saka,24,05/09/2001,Arsenal FC,Right Winger,€110.00m,https://img.a.transfermarkt.technology/portrait/header/433177-1684155052.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/11.png?lm=1489787850,Premier League
#20,Noni Madueke,24,10/03/2002,Arsenal FC,Right Winger,€50.00m,https://img.a.transfermarkt.technology/portrait/header/503987-1683102348.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/11.png?lm=1489787850,Premier League
#56,Max Dowman,16,31/12/2009,Arsenal FC,Right Winger,€30.00m,https://img.a.transfermarkt.technology/portrait/header/1187629-1773914587.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/11.png?lm=1489787850,Premier League
#14,Viktor Gyökeres,28,04/06/1998,Arsenal FC,Centre-Forward,€65.00m,https://img.a.transfermarkt.technology/portrait/header/325443-1737581896.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/11.png?lm=1489787850,Premier League
#29,Kai Havertz,27,11/06/1999,Arsenal FC,Centre-Forward,€55.00m,https://img.a.transfermarkt.technology/portrait/header/309400-1782889722.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/11.png?lm=1489787850,Premier League
#9,Gabriel Jesus,29,03/04/1997,Arsenal FC,Centre-Forward,€17.00m,https://img.a.transfermarkt.technology/portrait/header/363205-1669711141.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/11.png?lm=1489787850,Premier League
#39,Mike Penders,20,31/07/2005,Chelsea FC,Goalkeeper,€25.00m,https://img.a.transfermarkt.technology/portrait/header/834397-1782074650.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/631.png?lm=1782931342,Premier League
#1,Robert Sánchez,28,18/11/1997,Chelsea FC,Goalkeeper,€22.00m,https://img.a.transfermarkt.technology/portrait/header/403151-1695028195.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/631.png?lm=1782931342,Premier League
#12,Filip Jørgensen,24,16/04/2002,Chelsea FC,Goalkeeper,€15.00m,https://img.a.transfermarkt.technology/portrait/header/585323-1718280485.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/631.png?lm=1782931342,Premier League
#44,Gabriel Slonina,22,15/05/2004,Chelsea FC,Goalkeeper,€3.00m,https://img.a.transfermarkt.technology/portrait/header/656316-1645958054.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/631.png?lm=1782931342,Premier League
#28,Teddy Sharman-Lowe,23,30/03/2003,Chelsea FC,Goalkeeper,€500k,https://img.a.transfermarkt.technology/portrait/header/731466-1656922515.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/631.png?lm=1782931342,Premier League
#6,Levi Colwill,23,26/02/2003,Chelsea FC,Centre-Back,€50.00m,https://img.a.transfermarkt.technology/portrait/header/614258-1694614507.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/631.png?lm=1782931342,Premier League
#23,Trevoh Chalobah,27,05/07/1999,Chelsea FC,Centre-Back,€40.00m,https://img.a.transfermarkt.technology/portrait/header/346314-1773301391.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/631.png?lm=1782931342,Premier League
#29,Wesley Fofana,25,17/12/2000,Chelsea FC,Centre-Back,€28.00m,https://img.a.transfermarkt.technology/portrait/header/475411-1683899212.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/631.png?lm=1782931342,Premier League
#19,Mamadou Sarr,20,29/08/2005,Chelsea FC,Centre-Back,€22.00m,https://img.a.transfermarkt.technology/portrait/header/910905-1773787147.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/631.png?lm=1782931342,Premier League
#4,Tosin Adarabioyo,28,24/09/1997,Chelsea FC,Centre-Back,€16.00m,https://img.a.transfermarkt.technology/portrait/header/258878-1646903871.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/631.png?lm=1782931342,Premier League
,Axel Disasi,28,11/03/1998,Chelsea FC,Centre-Back,€15.00m,https://img.a.transfermarkt.technology/portrait/header/386047-1727785671.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/631.png?lm=1782931342,Premier League
#5,Benoît Badiashile,25,26/03/2001,Chelsea FC,Centre-Back,€15.00m,https://img.a.transfermarkt.technology/portrait/header/463603-1714721596.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/631.png?lm=1782931342,Premier League
#30,Aarón Anselmino,21,29/04/2005,Chelsea FC,Centre-Back,€10.00m,https://img.a.transfermarkt.technology/portrait/header/1145504-1766483410.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/631.png?lm=1782931342,Premier League
#21,Jorrel Hato,20,07/03/2006,Chelsea FC,Left-Back,€40.00m,https://img.a.transfermarkt.technology/portrait/header/904802-1701361717.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/631.png?lm=1782931342,Premier League
,Caleb Wiley,21,22/12/2004,Chelsea FC,Left-Back,€8.00m,https://img.a.transfermarkt.technology/portrait/header/746833-1732575786.png?lm=1,https://tmssl.akamaized.net//images/wappen/head/631.png?lm=1782931342,Premier League
,Denner,18,25/02/2008,Chelsea FC,Left-Back,,https://img.a.transfermarkt.technology/portrait/header/1261640-1725033764.jpeg?lm=1,https://tmssl.akamaized.net//images/wappen/head/631.png?lm=1782931342,Premier League
#24,Reece James,26,08/12/1999,Chelsea FC,Right-Back,€60.00m,https://img.a.transfermarkt.technology/portrait/header/472423-1683900849.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/631.png?lm=1782931342,Premier League
,Marco Palestra,21,03/03/2005,Chelsea FC,Right-Back,€35.00m,https://img.a.transfermarkt.technology/portrait/header/895937-1704902310.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/631.png?lm=1782931342,Premier League
#27,Malo Gusto,23,19/05/2003,Chelsea FC,Right-Back,€35.00m,https://img.a.transfermarkt.technology/portrait/header/620322-1752061866.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/631.png?lm=1782931342,Premier League
#34,Josh Acheampong,20,05/05/2006,Chelsea FC,Right-Back,€25.00m,https://img.a.transfermarkt.technology/portrait/header/1004708-1715156243.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/631.png?lm=1782931342,Premier League
#25,Moisés Caicedo,24,02/11/2001,Chelsea FC,Defensive Midfield,€100.00m,https://img.a.transfermarkt.technology/portrait/header/687626-1660729724.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/631.png?lm=1782931342,Premier League
#45,Roméo Lavia,22,06/01/2004,Chelsea FC,Defensive Midfield,€22.00m,https://img.a.transfermarkt.technology/portrait/header/628451-1683898478.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/631.png?lm=1782931342,Premier League
#14,Dário Essugo,21,14/03/2005,Chelsea FC,Defensive Midfield,€15.00m,https://img.a.transfermarkt.technology/portrait/header/670717-1742314930.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/631.png?lm=1782931342,Premier League
#8,Enzo Fernández,25,17/01/2001,Chelsea FC,Central Midfield,€90.00m,https://img.a.transfermarkt.technology/portrait/header/648195-1669894717.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/631.png?lm=1782931342,Premier League
#17,Andrey Santos,22,03/05/2004,Chelsea FC,Central Midfield,€40.00m,https://img.a.transfermarkt.technology/portrait/header/743600-1732576153.png?lm=1,https://tmssl.akamaized.net//images/wappen/head/631.png?lm=1782931342,Premier League
#10,Cole Palmer,24,06/05/2002,Chelsea FC,Attacking Midfield,€100.00m,https://img.a.transfermarkt.technology/portrait/header/568177-1712320986.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/631.png?lm=1782931342,Premier League
#11,Jamie Gittens,21,08/08/2004,Chelsea FC,Left Winger,€30.00m,https://img.a.transfermarkt.technology/portrait/header/670882-1736780080.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/631.png?lm=1782931342,Premier League
#49,Alejandro Garnacho,22,01/07/2004,Chelsea FC,Left Winger,€28.00m,https://img.a.transfermarkt.technology/portrait/header/811779-1703629085.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/631.png?lm=1782931342,Premier League
,Mykhaylo Mudryk,25,05/01/2001,Chelsea FC,Left Winger,,https://img.a.transfermarkt.technology/portrait/header/537860-1732822624.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/631.png?lm=1782931342,Premier League
#41,Estêvão,19,24/04/2007,Chelsea FC,Right Winger,€80.00m,https://img.a.transfermarkt.technology/portrait/header/1056993-1766148652.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/631.png?lm=1782931342,Premier League
#7,Pedro Neto,26,09/03/2000,Chelsea FC,Right Winger,€60.00m,https://img.a.transfermarkt.technology/portrait/header/487465-1763106447.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/631.png?lm=1782931342,Premier League
,Geovany Quenda,19,30/04/2007,Chelsea FC,Right Winger,€42.00m,https://img.a.transfermarkt.technology/portrait/header/1138758-1761232238.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/631.png?lm=1782931342,Premier League
#20,João Pedro,24,26/09/2001,Chelsea FC,Centre-Forward,€80.00m,https://img.a.transfermarkt.technology/portrait/header/626724-1724792744.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/631.png?lm=1782931342,Premier League
#15,Nicolas Jackson,25,20/06/2001,Chelsea FC,Centre-Forward,€40.00m,https://img.a.transfermarkt.technology/portrait/header/776890-1757939139.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/631.png?lm=1782931342,Premier League
#9,Liam Delap,23,08/02/2003,Chelsea FC,Centre-Forward,€28.00m,https://img.a.transfermarkt.technology/portrait/header/610849-1746646306.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/631.png?lm=1782931342,Premier League
,Emmanuel Emegha,23,03/02/2003,Chelsea FC,Centre-Forward,€25.00m,https://img.a.transfermarkt.technology/portrait/header/559328-1732575392.png?lm=1,https://tmssl.akamaized.net//images/wappen/head/631.png?lm=1782931342,Premier League
#38,Marc Guiu,20,04/01/2006,Chelsea FC,Centre-Forward,€12.00m,https://img.a.transfermarkt.technology/portrait/header/938158-1719846394.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/631.png?lm=1782931342,Premier League
,David Datro Fofana,23,22/12/2002,Chelsea FC,Centre-Forward,€4.00m,https://img.a.transfermarkt.technology/portrait/header/787232-1691614259.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/631.png?lm=1782931342,Premier League
#25,Giorgi Mamardashvili,25,29/09/2000,Liverpool FC,Goalkeeper,€28.00m,https://img.a.transfermarkt.technology/portrait/header/502676-1716542116.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/31.png?lm=1727873452,Premier League
#1,Alisson,33,02/10/1992,Liverpool FC,Goalkeeper,€15.00m,https://img.a.transfermarkt.technology/portrait/header/105470-1780389358.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/31.png?lm=1727873452,Premier League
#56,Vitezslav Jaros,24,23/07/2001,Liverpool FC,Goalkeeper,€5.00m,https://img.a.transfermarkt.technology/portrait/header/486604-1696603392.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/31.png?lm=1727873452,Premier League
#28,Freddie Woodman,29,04/03/1997,Liverpool FC,Goalkeeper,€3.00m,https://img.a.transfermarkt.technology/portrait/header/226049-1737883837.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/31.png?lm=1727873452,Premier League
#95,Harvey Davies,22,03/09/2003,Liverpool FC,Goalkeeper,€500k,https://img.a.transfermarkt.technology/portrait/header/706815-1755504936.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/31.png?lm=1727873452,Premier League
,Jérémy Jacquet,20,13/07/2005,Liverpool FC,Centre-Back,€55.00m,https://img.a.transfermarkt.technology/portrait/header/1004301-1714503850.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/31.png?lm=1727873452,Premier League
#15,Giovanni Leoni,19,21/12/2006,Liverpool FC,Centre-Back,€25.00m,https://img.a.transfermarkt.technology/portrait/header/1086619-1751532399.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/31.png?lm=1727873452,Premier League
#4,Virgil van Dijk,35,08/07/1991,Liverpool FC,Centre-Back,€15.00m,https://img.a.transfermarkt.technology/portrait/header/139208-1702049837.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/31.png?lm=1727873452,Premier League
#2,Joe Gomez,29,23/05/1997,Liverpool FC,Centre-Back,€13.00m,https://img.a.transfermarkt.technology/portrait/header/256178-1746645094.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/31.png?lm=1727873452,Premier League
#6,Milos Kerkez,22,07/11/2003,Liverpool FC,Left-Back,€35.00m,https://img.a.transfermarkt.technology/portrait/header/730861-1773172293.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/31.png?lm=1727873452,Premier League
#21,Konstantinos Tsimikas,30,12/05/1996,Liverpool FC,Left-Back,€4.50m,https://img.a.transfermarkt.technology/portrait/header/338070-1682088468.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/31.png?lm=1727873452,Premier League
#30,Jeremie Frimpong,25,10/12/2000,Liverpool FC,Right-Back,€35.00m,https://img.a.transfermarkt.technology/portrait/header/484547-1689710682.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/31.png?lm=1727873452,Premier League
#12,Conor Bradley,22,09/07/2003,Liverpool FC,Right-Back,€25.00m,https://img.a.transfermarkt.technology/portrait/header/624258-1762340233.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/31.png?lm=1727873452,Premier League
#47,Calvin Ramsay,22,31/07/2003,Liverpool FC,Right-Back,€1.50m,https://img.a.transfermarkt.technology/portrait/header/633652-1774469298.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/31.png?lm=1727873452,Premier League
#38,Ryan Gravenberch,24,16/05/2002,Liverpool FC,Defensive Midfield,€80.00m,https://img.a.transfermarkt.technology/portrait/header/478573-1718097194.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/31.png?lm=1727873452,Premier League
#3,Wataru Endo,33,09/02/1993,Liverpool FC,Defensive Midfield,€4.00m,https://img.a.transfermarkt.technology/portrait/header/146310-1657181542.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/31.png?lm=1727873452,Premier League
#43,Stefan Bajcetic,21,22/10/2004,Liverpool FC,Defensive Midfield,€4.00m,https://img.a.transfermarkt.technology/portrait/header/864799-1661441233.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/31.png?lm=1727873452,Premier League
#10,Alexis Mac Allister,27,24/12/1998,Liverpool FC,Central Midfield,€70.00m,https://img.a.transfermarkt.technology/portrait/header/534033-1669835342.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/31.png?lm=1727873452,Premier League
#17,Curtis Jones,25,30/01/2001,Liverpool FC,Central Midfield,€35.00m,https://img.a.transfermarkt.technology/portrait/header/433188-1701681163.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/31.png?lm=1727873452,Premier League
